id,name,description,image,thumbnail,flag,AI_Prompt,Country_Code,Territory/Dependency/PartOf,Region,Subregion,Sub_subregion
166,Cuba in 2021,"This was the sentiment in Cuba in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/166.png,http://assets.collectiveminds.ai/thumbnail/166.png,http://assets.collectiveminds.ai/flag/CU.svg,AR,CU,N/A,Americas,Latin America and the Caribbean,Caribbean
167,Cuba in 2021,"This was the sentiment in Cuba in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/167.png,http://assets.collectiveminds.ai/thumbnail/167.png,http://assets.collectiveminds.ai/flag/CU.svg,A3,CU,N/A,Americas,Latin America and the Caribbean,Caribbean
168,Cuba in 2021,"This was the sentiment in Cuba in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/168.png,http://assets.collectiveminds.ai/thumbnail/168.png,http://assets.collectiveminds.ai/flag/CU.svg,3D,CU,N/A,Americas,Latin America and the Caribbean,Caribbean
169,Curacao in 2021,"This was the sentiment in Curacao in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/169.png,http://assets.collectiveminds.ai/thumbnail/169.png,http://assets.collectiveminds.ai/flag/CW.svg,AR,CW,Netherlands,Americas,Latin America and the Caribbean,Caribbean
170,Curacao in 2021,"This was the sentiment in Curacao in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/170.png,http://assets.collectiveminds.ai/thumbnail/170.png,http://assets.collectiveminds.ai/flag/CW.svg,A3,CW,Netherlands,Americas,Latin America and the Caribbean,Caribbean
171,Curacao in 2021,"This was the sentiment in Curacao in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/171.png,http://assets.collectiveminds.ai/thumbnail/171.png,http://assets.collectiveminds.ai/flag/CW.svg,3D,CW,Netherlands,Americas,Latin America and the Caribbean,Caribbean
172,Cyprus in 2021,"This was the sentiment in Cyprus in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/172.png,http://assets.collectiveminds.ai/thumbnail/172.png,http://assets.collectiveminds.ai/flag/CY.svg,AR,CY,N/A,Asia,Western Asia,N/A
173,Cyprus in 2021,"This was the sentiment in Cyprus in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/173.png,http://assets.collectiveminds.ai/thumbnail/173.png,http://assets.collectiveminds.ai/flag/CY.svg,A3,CY,N/A,Asia,Western Asia,N/A
174,Cyprus in 2021,"This was the sentiment in Cyprus in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/174.png,http://assets.collectiveminds.ai/thumbnail/174.png,http://assets.collectiveminds.ai/flag/CY.svg,3D,CY,N/A,Asia,Western Asia,N/A
175,Czechia in 2021,"This was the sentiment in Czechia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/175.png,http://assets.collectiveminds.ai/thumbnail/175.png,http://assets.collectiveminds.ai/flag/CZ.svg,AR,CZ,N/A,Europe,Eastern Europe,N/A
176,Czechia in 2021,"This was the sentiment in Czechia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/176.png,http://assets.collectiveminds.ai/thumbnail/176.png,http://assets.collectiveminds.ai/flag/CZ.svg,A3,CZ,N/A,Europe,Eastern Europe,N/A
177,Czechia in 2021,"This was the sentiment in Czechia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/177.png,http://assets.collectiveminds.ai/thumbnail/177.png,http://assets.collectiveminds.ai/flag/CZ.svg,3D,CZ,N/A,Europe,Eastern Europe,N/A
178,Democratic Republic of the Congo in 2021,"This was the sentiment in Democratic Republic of the Congo in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/178.png,http://assets.collectiveminds.ai/thumbnail/178.png,http://assets.collectiveminds.ai/flag/CD.svg,AR,CD,N/A,Africa,Sub-Saharan Africa,Middle Africa
179,Democratic Republic of the Congo in 2021,"This was the sentiment in Democratic Republic of the Congo in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/179.png,http://assets.collectiveminds.ai/thumbnail/179.png,http://assets.collectiveminds.ai/flag/CD.svg,A3,CD,N/A,Africa,Sub-Saharan Africa,Middle Africa
180,Democratic Republic of the Congo in 2021,"This was the sentiment in Democratic Republic of the Congo in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/180.png,http://assets.collectiveminds.ai/thumbnail/180.png,http://assets.collectiveminds.ai/flag/CD.svg,3D,CD,N/A,Africa,Sub-Saharan Africa,Middle Africa
181,Denmark in 2021,"This was the sentiment in Denmark in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/181.png,http://assets.collectiveminds.ai/thumbnail/181.png,http://assets.collectiveminds.ai/flag/DK.svg,AR,DK,N/A,Europe,Northern Europe,N/A
182,Denmark in 2021,"This was the sentiment in Denmark in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/182.png,http://assets.collectiveminds.ai/thumbnail/182.png,http://assets.collectiveminds.ai/flag/DK.svg,A3,DK,N/A,Europe,Northern Europe,N/A
183,Denmark in 2021,"This was the sentiment in Denmark in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/183.png,http://assets.collectiveminds.ai/thumbnail/183.png,http://assets.collectiveminds.ai/flag/DK.svg,3D,DK,N/A,Europe,Northern Europe,N/A
184,Djibouti in 2021,"This was the sentiment in Djibouti in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/184.png,http://assets.collectiveminds.ai/thumbnail/184.png,http://assets.collectiveminds.ai/flag/DJ.svg,AR,DJ,N/A,Africa,Sub-Saharan Africa,Eastern Africa
185,Djibouti in 2021,"This was the sentiment in Djibouti in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/185.png,http://assets.collectiveminds.ai/thumbnail/185.png,http://assets.collectiveminds.ai/flag/DJ.svg,A3,DJ,N/A,Africa,Sub-Saharan Africa,Eastern Africa
186,Djibouti in 2021,"This was the sentiment in Djibouti in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/186.png,http://assets.collectiveminds.ai/thumbnail/186.png,http://assets.collectiveminds.ai/flag/DJ.svg,3D,DJ,N/A,Africa,Sub-Saharan Africa,Eastern Africa
187,Dominica in 2021,"This was the sentiment in Dominica in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/187.png,http://assets.collectiveminds.ai/thumbnail/187.png,http://assets.collectiveminds.ai/flag/DM.svg,AR,DM,N/A,Americas,Latin America and the Caribbean,Caribbean
188,Dominica in 2021,"This was the sentiment in Dominica in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/188.png,http://assets.collectiveminds.ai/thumbnail/188.png,http://assets.collectiveminds.ai/flag/DM.svg,A3,DM,N/A,Americas,Latin America and the Caribbean,Caribbean
189,Dominica in 2021,"This was the sentiment in Dominica in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/189.png,http://assets.collectiveminds.ai/thumbnail/189.png,http://assets.collectiveminds.ai/flag/DM.svg,3D,DM,N/A,Americas,Latin America and the Caribbean,Caribbean
190,Dominican Republic in 2021,"This was the sentiment in Dominican Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/190.png,http://assets.collectiveminds.ai/thumbnail/190.png,http://assets.collectiveminds.ai/flag/DO.svg,AR,DO,N/A,Americas,Latin America and the Caribbean,Caribbean
191,Dominican Republic in 2021,"This was the sentiment in Dominican Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/191.png,http://assets.collectiveminds.ai/thumbnail/191.png,http://assets.collectiveminds.ai/flag/DO.svg,A3,DO,N/A,Americas,Latin America and the Caribbean,Caribbean
192,Dominican Republic in 2021,"This was the sentiment in Dominican Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/192.png,http://assets.collectiveminds.ai/thumbnail/192.png,http://assets.collectiveminds.ai/flag/DO.svg,3D,DO,N/A,Americas,Latin America and the Caribbean,Caribbean
193,Ecuador in 2021,"This was the sentiment in Ecuador in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/193.png,http://assets.collectiveminds.ai/thumbnail/193.png,http://assets.collectiveminds.ai/flag/EC.svg,AR,EC,N/A,Americas,Latin America and the Caribbean,South America
194,Ecuador in 2021,"This was the sentiment in Ecuador in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/194.png,http://assets.collectiveminds.ai/thumbnail/194.png,http://assets.collectiveminds.ai/flag/EC.svg,A3,EC,N/A,Americas,Latin America and the Caribbean,South America
195,Ecuador in 2021,"This was the sentiment in Ecuador in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/195.png,http://assets.collectiveminds.ai/thumbnail/195.png,http://assets.collectiveminds.ai/flag/EC.svg,3D,EC,N/A,Americas,Latin America and the Caribbean,South America
196,Egypt in 2021,"This was the sentiment in Egypt in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/196.png,http://assets.collectiveminds.ai/thumbnail/196.png,http://assets.collectiveminds.ai/flag/EG.svg,AR,EG,N/A,Africa,Northern Africa,N/A
197,Egypt in 2021,"This was the sentiment in Egypt in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/197.png,http://assets.collectiveminds.ai/thumbnail/197.png,http://assets.collectiveminds.ai/flag/EG.svg,A3,EG,N/A,Africa,Northern Africa,N/A
198,Egypt in 2021,"This was the sentiment in Egypt in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/198.png,http://assets.collectiveminds.ai/thumbnail/198.png,http://assets.collectiveminds.ai/flag/EG.svg,3D,EG,N/A,Africa,Northern Africa,N/A
199,El Salvador in 2021,"This was the sentiment in El Salvador in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/199.png,http://assets.collectiveminds.ai/thumbnail/199.png,http://assets.collectiveminds.ai/flag/SV.svg,AR,SV,N/A,Americas,Latin America and the Caribbean,Central America
200,El Salvador in 2021,"This was the sentiment in El Salvador in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/200.png,http://assets.collectiveminds.ai/thumbnail/200.png,http://assets.collectiveminds.ai/flag/SV.svg,A3,SV,N/A,Americas,Latin America and the Caribbean,Central America
201,El Salvador in 2021,"This was the sentiment in El Salvador in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/201.png,http://assets.collectiveminds.ai/thumbnail/201.png,http://assets.collectiveminds.ai/flag/SV.svg,3D,SV,N/A,Americas,Latin America and the Caribbean,Central America
202,Equatorial Guinea in 2021,"This was the sentiment in Equatorial Guinea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/202.png,http://assets.collectiveminds.ai/thumbnail/202.png,http://assets.collectiveminds.ai/flag/GQ.svg,AR,GQ,N/A,Africa,Sub-Saharan Africa,Middle Africa
203,Equatorial Guinea in 2021,"This was the sentiment in Equatorial Guinea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/203.png,http://assets.collectiveminds.ai/thumbnail/203.png,http://assets.collectiveminds.ai/flag/GQ.svg,A3,GQ,N/A,Africa,Sub-Saharan Africa,Middle Africa
204,Equatorial Guinea in 2021,"This was the sentiment in Equatorial Guinea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/204.png,http://assets.collectiveminds.ai/thumbnail/204.png,http://assets.collectiveminds.ai/flag/GQ.svg,3D,GQ,N/A,Africa,Sub-Saharan Africa,Middle Africa
205,Eritrea in 2021,"This was the sentiment in Eritrea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/205.png,http://assets.collectiveminds.ai/thumbnail/205.png,http://assets.collectiveminds.ai/flag/ER.svg,AR,ER,N/A,Africa,Sub-Saharan Africa,Eastern Africa
206,Eritrea in 2021,"This was the sentiment in Eritrea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/206.png,http://assets.collectiveminds.ai/thumbnail/206.png,http://assets.collectiveminds.ai/flag/ER.svg,A3,ER,N/A,Africa,Sub-Saharan Africa,Eastern Africa
207,Eritrea in 2021,"This was the sentiment in Eritrea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/207.png,http://assets.collectiveminds.ai/thumbnail/207.png,http://assets.collectiveminds.ai/flag/ER.svg,3D,ER,N/A,Africa,Sub-Saharan Africa,Eastern Africa
208,Estonia in 2021,"This was the sentiment in Estonia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/208.png,http://assets.collectiveminds.ai/thumbnail/208.png,http://assets.collectiveminds.ai/flag/EE.svg,AR,EE,N/A,Europe,Northern Europe,N/A
209,Estonia in 2021,"This was the sentiment in Estonia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/209.png,http://assets.collectiveminds.ai/thumbnail/209.png,http://assets.collectiveminds.ai/flag/EE.svg,A3,EE,N/A,Europe,Northern Europe,N/A
210,Estonia in 2021,"This was the sentiment in Estonia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/210.png,http://assets.collectiveminds.ai/thumbnail/210.png,http://assets.collectiveminds.ai/flag/EE.svg,3D,EE,N/A,Europe,Northern Europe,N/A
211,Eswatini in 2021,"This was the sentiment in Eswatini in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/211.png,http://assets.collectiveminds.ai/thumbnail/211.png,http://assets.collectiveminds.ai/flag/SZ.svg,AR,SZ,N/A,Africa,Sub-Saharan Africa,Southern Africa
212,Eswatini in 2021,"This was the sentiment in Eswatini in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/212.png,http://assets.collectiveminds.ai/thumbnail/212.png,http://assets.collectiveminds.ai/flag/SZ.svg,A3,SZ,N/A,Africa,Sub-Saharan Africa,Southern Africa
213,Eswatini in 2021,"This was the sentiment in Eswatini in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/213.png,http://assets.collectiveminds.ai/thumbnail/213.png,http://assets.collectiveminds.ai/flag/SZ.svg,3D,SZ,N/A,Africa,Sub-Saharan Africa,Southern Africa
214,Ethiopia in 2021,"This was the sentiment in Ethiopia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/214.png,http://assets.collectiveminds.ai/thumbnail/214.png,http://assets.collectiveminds.ai/flag/ET.svg,AR,ET,N/A,Africa,Sub-Saharan Africa,Eastern Africa
215,Ethiopia in 2021,"This was the sentiment in Ethiopia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/215.png,http://assets.collectiveminds.ai/thumbnail/215.png,http://assets.collectiveminds.ai/flag/ET.svg,A3,ET,N/A,Africa,Sub-Saharan Africa,Eastern Africa
216,Ethiopia in 2021,"This was the sentiment in Ethiopia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/216.png,http://assets.collectiveminds.ai/thumbnail/216.png,http://assets.collectiveminds.ai/flag/ET.svg,3D,ET,N/A,Africa,Sub-Saharan Africa,Eastern Africa
217,Falkland Islands in 2021,"This was the sentiment in Falkland Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/217.png,http://assets.collectiveminds.ai/thumbnail/217.png,http://assets.collectiveminds.ai/flag/FK.svg,AR,FK,United Kingdom,Americas,Latin America and the Caribbean,South America
218,Falkland Islands in 2021,"This was the sentiment in Falkland Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/218.png,http://assets.collectiveminds.ai/thumbnail/218.png,http://assets.collectiveminds.ai/flag/FK.svg,A3,FK,United Kingdom,Americas,Latin America and the Caribbean,South America
219,Falkland Islands in 2021,"This was the sentiment in Falkland Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/219.png,http://assets.collectiveminds.ai/thumbnail/219.png,http://assets.collectiveminds.ai/flag/FK.svg,3D,FK,United Kingdom,Americas,Latin America and the Caribbean,South America
220,Faroe Islands in 2021,"This was the sentiment in Faroe Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/220.png,http://assets.collectiveminds.ai/thumbnail/220.png,http://assets.collectiveminds.ai/flag/FO.svg,AR,FO,Denmark,Europe,Northern Europe,N/A
221,Faroe Islands in 2021,"This was the sentiment in Faroe Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/221.png,http://assets.collectiveminds.ai/thumbnail/221.png,http://assets.collectiveminds.ai/flag/FO.svg,A3,FO,Denmark,Europe,Northern Europe,N/A
222,Faroe Islands in 2021,"This was the sentiment in Faroe Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/222.png,http://assets.collectiveminds.ai/thumbnail/222.png,http://assets.collectiveminds.ai/flag/FO.svg,3D,FO,Denmark,Europe,Northern Europe,N/A
223,Fiji in 2021,"This was the sentiment in Fiji in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/223.png,http://assets.collectiveminds.ai/thumbnail/223.png,http://assets.collectiveminds.ai/flag/FJ.svg,AR,FJ,N/A,Oceania,Melanesia,N/A
224,Fiji in 2021,"This was the sentiment in Fiji in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/224.png,http://assets.collectiveminds.ai/thumbnail/224.png,http://assets.collectiveminds.ai/flag/FJ.svg,A3,FJ,N/A,Oceania,Melanesia,N/A
225,Fiji in 2021,"This was the sentiment in Fiji in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/225.png,http://assets.collectiveminds.ai/thumbnail/225.png,http://assets.collectiveminds.ai/flag/FJ.svg,3D,FJ,N/A,Oceania,Melanesia,N/A
226,Finland in 2021,"This was the sentiment in Finland in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/226.png,http://assets.collectiveminds.ai/thumbnail/226.png,http://assets.collectiveminds.ai/flag/FI.svg,AR,FI,N/A,Europe,Northern Europe,N/A
227,Finland in 2021,"This was the sentiment in Finland in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/227.png,http://assets.collectiveminds.ai/thumbnail/227.png,http://assets.collectiveminds.ai/flag/FI.svg,A3,FI,N/A,Europe,Northern Europe,N/A
228,Finland in 2021,"This was the sentiment in Finland in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/228.png,http://assets.collectiveminds.ai/thumbnail/228.png,http://assets.collectiveminds.ai/flag/FI.svg,3D,FI,N/A,Europe,Northern Europe,N/A
229,France in 2021,"This was the sentiment in France in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/229.png,http://assets.collectiveminds.ai/thumbnail/229.png,http://assets.collectiveminds.ai/flag/FR.svg,AR,FR,N/A,Europe,Western Europe,N/A
230,France in 2021,"This was the sentiment in France in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/230.png,http://assets.collectiveminds.ai/thumbnail/230.png,http://assets.collectiveminds.ai/flag/FR.svg,A3,FR,N/A,Europe,Western Europe,N/A
231,France in 2021,"This was the sentiment in France in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/231.png,http://assets.collectiveminds.ai/thumbnail/231.png,http://assets.collectiveminds.ai/flag/FR.svg,3D,FR,N/A,Europe,Western Europe,N/A
232,French Guiana in 2021,"This was the sentiment in French Guiana in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/232.png,http://assets.collectiveminds.ai/thumbnail/232.png,http://assets.collectiveminds.ai/flag/GF.svg,AR,GF,France,Americas,Latin America and the Caribbean,South America
233,French Guiana in 2021,"This was the sentiment in French Guiana in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/233.png,http://assets.collectiveminds.ai/thumbnail/233.png,http://assets.collectiveminds.ai/flag/GF.svg,A3,GF,France,Americas,Latin America and the Caribbean,South America
234,French Guiana in 2021,"This was the sentiment in French Guiana in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/234.png,http://assets.collectiveminds.ai/thumbnail/234.png,http://assets.collectiveminds.ai/flag/GF.svg,3D,GF,France,Americas,Latin America and the Caribbean,South America
235,French Polynesia in 2021,"This was the sentiment in French Polynesia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/235.png,http://assets.collectiveminds.ai/thumbnail/235.png,http://assets.collectiveminds.ai/flag/PF.svg,AR,PF,France,Oceania,Polynesia,N/A
236,French Polynesia in 2021,"This was the sentiment in French Polynesia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/236.png,http://assets.collectiveminds.ai/thumbnail/236.png,http://assets.collectiveminds.ai/flag/PF.svg,A3,PF,France,Oceania,Polynesia,N/A
237,French Polynesia in 2021,"This was the sentiment in French Polynesia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/237.png,http://assets.collectiveminds.ai/thumbnail/237.png,http://assets.collectiveminds.ai/flag/PF.svg,3D,PF,France,Oceania,Polynesia,N/A
238,French Southern Territories in 2021,"This was the sentiment in French Southern Territories in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/238.png,http://assets.collectiveminds.ai/thumbnail/238.png,http://assets.collectiveminds.ai/flag/TF.svg,AR,TF,France,Africa,Sub-Saharan Africa,Eastern Africa
239,French Southern Territories in 2021,"This was the sentiment in French Southern Territories in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/239.png,http://assets.collectiveminds.ai/thumbnail/239.png,http://assets.collectiveminds.ai/flag/TF.svg,A3,TF,France,Africa,Sub-Saharan Africa,Eastern Africa
240,French Southern Territories in 2021,"This was the sentiment in French Southern Territories in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/240.png,http://assets.collectiveminds.ai/thumbnail/240.png,http://assets.collectiveminds.ai/flag/TF.svg,3D,TF,France,Africa,Sub-Saharan Africa,Eastern Africa
241,Gabon in 2021,"This was the sentiment in Gabon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/241.png,http://assets.collectiveminds.ai/thumbnail/241.png,http://assets.collectiveminds.ai/flag/GA.svg,AR,GA,N/A,Africa,Sub-Saharan Africa,Middle Africa
242,Gabon in 2021,"This was the sentiment in Gabon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/242.png,http://assets.collectiveminds.ai/thumbnail/242.png,http://assets.collectiveminds.ai/flag/GA.svg,A3,GA,N/A,Africa,Sub-Saharan Africa,Middle Africa
243,Gabon in 2021,"This was the sentiment in Gabon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/243.png,http://assets.collectiveminds.ai/thumbnail/243.png,http://assets.collectiveminds.ai/flag/GA.svg,3D,GA,N/A,Africa,Sub-Saharan Africa,Middle Africa
244,Gambia in 2021,"This was the sentiment in Gambia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/244.png,http://assets.collectiveminds.ai/thumbnail/244.png,http://assets.collectiveminds.ai/flag/GM.svg,AR,GM,N/A,Africa,Sub-Saharan Africa,Western Africa
245,Gambia in 2021,"This was the sentiment in Gambia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/245.png,http://assets.collectiveminds.ai/thumbnail/245.png,http://assets.collectiveminds.ai/flag/GM.svg,A3,GM,N/A,Africa,Sub-Saharan Africa,Western Africa
246,Gambia in 2021,"This was the sentiment in Gambia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/246.png,http://assets.collectiveminds.ai/thumbnail/246.png,http://assets.collectiveminds.ai/flag/GM.svg,3D,GM,N/A,Africa,Sub-Saharan Africa,Western Africa
247,Georgia in 2021,"This was the sentiment in Georgia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/247.png,http://assets.collectiveminds.ai/thumbnail/247.png,http://assets.collectiveminds.ai/flag/GE.svg,AR,GE,N/A,Asia,Western Asia,N/A
248,Georgia in 2021,"This was the sentiment in Georgia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/248.png,http://assets.collectiveminds.ai/thumbnail/248.png,http://assets.collectiveminds.ai/flag/GE.svg,A3,GE,N/A,Asia,Western Asia,N/A
249,Georgia in 2021,"This was the sentiment in Georgia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/249.png,http://assets.collectiveminds.ai/thumbnail/249.png,http://assets.collectiveminds.ai/flag/GE.svg,3D,GE,N/A,Asia,Western Asia,N/A
250,Germany in 2021,"This was the sentiment in Germany in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/250.png,http://assets.collectiveminds.ai/thumbnail/250.png,http://assets.collectiveminds.ai/flag/DE.svg,AR,DE,N/A,Europe,Western Europe,N/A
251,Germany in 2021,"This was the sentiment in Germany in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/251.png,http://assets.collectiveminds.ai/thumbnail/251.png,http://assets.collectiveminds.ai/flag/DE.svg,A3,DE,N/A,Europe,Western Europe,N/A
252,Germany in 2021,"This was the sentiment in Germany in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/252.png,http://assets.collectiveminds.ai/thumbnail/252.png,http://assets.collectiveminds.ai/flag/DE.svg,3D,DE,N/A,Europe,Western Europe,N/A
253,Ghana in 2021,"This was the sentiment in Ghana in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/253.png,http://assets.collectiveminds.ai/thumbnail/253.png,http://assets.collectiveminds.ai/flag/GH.svg,AR,GH,N/A,Africa,Sub-Saharan Africa,Western Africa
254,Ghana in 2021,"This was the sentiment in Ghana in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/254.png,http://assets.collectiveminds.ai/thumbnail/254.png,http://assets.collectiveminds.ai/flag/GH.svg,A3,GH,N/A,Africa,Sub-Saharan Africa,Western Africa
255,Ghana in 2021,"This was the sentiment in Ghana in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/255.png,http://assets.collectiveminds.ai/thumbnail/255.png,http://assets.collectiveminds.ai/flag/GH.svg,3D,GH,N/A,Africa,Sub-Saharan Africa,Western Africa
256,Gibraltar in 2021,"This was the sentiment in Gibraltar in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/256.png,http://assets.collectiveminds.ai/thumbnail/256.png,http://assets.collectiveminds.ai/flag/GI.svg,AR,GI,United Kingdom,Europe,Southern Europe,N/A
257,Gibraltar in 2021,"This was the sentiment in Gibraltar in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/257.png,http://assets.collectiveminds.ai/thumbnail/257.png,http://assets.collectiveminds.ai/flag/GI.svg,A3,GI,United Kingdom,Europe,Southern Europe,N/A
258,Gibraltar in 2021,"This was the sentiment in Gibraltar in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/258.png,http://assets.collectiveminds.ai/thumbnail/258.png,http://assets.collectiveminds.ai/flag/GI.svg,3D,GI,United Kingdom,Europe,Southern Europe,N/A
